,year,rank,population,per_capita-Meningitis,per_capita-Alzheimer's Disease and Other Dementias,per_capita-Parkinson's Disease,per_capita-Nutritional Deficiencies,per_capita-Malaria,per_capita-Drowning,per_capita-Interpersonal Violence,per_capita-Maternal Disorders,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Tuberculosis,per_capita-Cardiovascular Diseases,per_capita-Lower Respiratory Infections,per_capita-Neonatal Disorders,per_capita-Alcohol Use Disorders,per_capita-Self-harm,per_capita-Exposure to Forces of Nature,per_capita-Diarrheal Diseases,per_capita-Environmental Heat and Cold Exposure,per_capita-Neoplasms,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Chronic Kidney Disease,per_capita-Poisonings,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Chronic Respiratory Diseases,per_capita-Cirrhosis and Other Chronic Liver Diseases,per_capita-Digestive Diseases,"per_capita-Fire, Heat, and Hot Substances",per_capita-Acute Hepatitis,gdp,gdp/percap
per_capita-Drug Use Disorders,0.05041843435967538,-0.14961368709233694,0.1525147620778931,-0.3845496138436525,0.4698227882377595,0.4513179851947414,-0.43299898888239907,-0.4267142143367197,-0.21511187696975106,-0.2185007296545992,-0.47824358139874995,-0.3650018349365885,1.0,-0.37347077218436264,0.4572603533880269,-0.4009549687788227,-0.4878060329068699,0.38846773861664285,0.27354476153498947,0.0504963430381037,-0.46830714000289037,0.17625472043507465,0.4417771504460182,-0.03154951731255607,-0.15647112596400423,-0.03564936572015592,-0.03338428722945713,-0.43111467324396185,-0.13328074134173712,0.24057864793827569,-0.04294005890148791,0.11899594891314548,-0.06639071391519957,-0.25852785803587186,0.49656305337834905,0.4922789892965541
per_capita-Tuberculosis,-0.11177945555959504,-0.21851204491192786,0.21301646615112227,0.8052588334995116,-0.6728826576936747,-0.6573050577514956,0.6903571611126842,0.7503374681193876,0.5262761162345412,0.4074841634022301,0.788051290229596,0.5855343367088754,-0.37347077218436264,1.0,-0.4175151843738607,0.6299316188795264,0.7903967413256328,-0.16609132901449417,-0.0050567432453178796,0.14603975270074235,0.7260336918081867,0.4118631153518696,-0.5660223002063501,0.31326751044763773,-0.1052661934785929,-0.2646122297577849,0.7015047521871399,0.6654460515369641,0.4356588249160771,-0.09167152176870713,0.3860630503248267,0.1999798296951928,0.5325244281201713,0.6992009253422815,-0.3671803649211189,-0.7842743992569904
per_capita-Cardiovascular Diseases,0.032542342216372755,0.1469384346242072,-0.14555888164175607,-0.514670133729634,0.64708911074177,0.735503083132127,-0.5889912862733235,-0.6060666182287362,0.011987509996473196,-0.20718630514141975,-0.622939541565247,-0.4458589498626366,0.4572603533880269,-0.4175151843738607,1.0,-0.29171080798699284,-0.5862564450912459,0.4112918515271819,0.46533140802863326,-0.09902555374074182,-0.5754060849816156,0.1284520575985054,0.7494851771949798,-0.23447537859487091,0.1445128126843145,0.15517782922653497,-0.21647344576646577,-0.5894887407391111,-0.24191867949761708,0.49741526110807555,0.19867768813341896,0.3759770706926361,-0.049074427462224145,-0.4514176567886417,0.1426296609535185,0.3788969474695697
per_capita-Lower Respiratory Infections,-0.0752824783143347,-0.07026551625814073,0.06611267526767246,0.6143377601433724,-0.3693731806303876,-0.34250013296710596,0.6470657926158846,0.615089703635635,0.32863802293823124,0.23174844809839737,0.5618381582640242,0.5407348727250029,-0.4009549687788227,0.6299316188795264,-0.29171080798699284,1.0,0.56115440121638,-0.11099694430004364,0.012940920278210739,0.03042451088233138,0.7071027459922251,0.23264988785164495,-0.2740618465086083,0.13549801286139201,0.015415762277390775,-0.018947329600628775,0.42238468899730036,0.6418240979089948,0.1955595594663236,0.031634572323728016,0.27852355732607476,0.277131470869479,0.36157134247509753,0.42146680351479265,-0.3345546004726029,-0.49576536465323784
per_capita-Neonatal Disorders,-0.16031461751775075,-0.1436972193286308,0.13669712251482166,0.8897817114066109,-0.8057504638334264,-0.8164438789251887,0.7741457273456747,0.7919634390133847,0.39365867282551503,0.4521485290927001,0.9236821490025103,0.5691045301831476,-0.4878060329068699,0.7903967413256328,-0.5862564450912459,0.56115440121638,1.0,-0.35436837900927276,-0.350433696757667,0.11779667946362206,0.8205407392339635,0.15841376412968897,-0.7944237417053307,0.3764805851166861,-0.05662871476404198,-0.1876077816313138,0.5885748487931562,0.7611302606188775,0.4466973972685981,-0.33517724670879984,0.11537398948628236,-0.10245515278762422,0.49339700427451855,0.7382758412237002,-0.4787683009941142,-0.834838234359637
per_capita-Alcohol Use Disorders,0.011715484483944775,0.07706334879631858,-0.07643419527186911,-0.20143027091836632,0.4435621467767383,0.4552986441876275,-0.10502077821363819,-0.2668670150367258,0.0669619527470875,0.207544120208937,-0.2990105674366962,-0.006558061006337608,0.38846773861664285,-0.16609132901449417,0.4112918515271819,-0.11099694430004364,-0.35436837900927276,1.0,0.48145804510208556,0.03683956043320624,-0.2459584622463735,0.2889768735441913,0.5302491027561973,-0.2350090928705876,0.11488372041710986,0.08924589443287417,-0.0461271302693153,-0.11822808242857613,-0.21930566962153944,0.2282209622948863,0.3562607307237986,0.500931736402534,0.0957201417891635,-0.37317827055825675,0.1016168652939612,0.2589793984362179
per_capita-Self-harm,-0.029258567446780882,0.11524094535421095,-0.11557698635451932,-0.24669664526973512,0.31410816380420487,0.39121703836991906,-0.2121540337463378,-0.25351302133445447,0.16465726560163343,0.013716283585916929,-0.3272483863965705,-0.046000182784043796,0.27354476153498947,-0.0050567432453178796,0.46533140802863326,0.012940920278210739,-0.350433696757667,0.48145804510208556,1.0,-0.06353535302707325,-0.19672496370272083,0.4057705533474763,0.5206034187652298,-0.23405968530135648,0.09239829804106711,0.025545539296340673,0.02304740932250567,-0.21221284000704657,-0.007213907985393831,0.4250035820421155,0.32454369143724404,0.4539535100757146,0.07333030234935727,-0.28549965265229077,0.08215879681619444,0.2325670652466143
per_capita-Exposure to Forces of Nature,-0.0982801283809204,-0.48384923710730543,0.4793885896784816,0.14607913747958834,-0.033849318008085855,-0.08240461889927342,0.16822808238136813,0.18927550748620875,0.045712542715813445,0.06385147207606512,0.14618692554286808,0.04854748885451211,0.0504963430381037,0.14603975270074235,-0.09902555374074182,0.03042451088233138,0.11779667946362206,0.03683956043320624,-0.06353535302707325,1.0,0.13268419972762133,0.06653338451295572,-0.09563522574212258,0.22342225691298853,-0.11552420507426403,-0.07018758086971198,0.12391197615791447,0.15760385819348052,0.06544767120026274,0.06005761978086892,0.06898394408377292,0.0234379409819939,-0.053014080198577555,0.17487808496058943,0.2873680282448242,-0.1739591544900615
per_capita-Diarrheal Diseases,-0.06239624216759538,-0.16057871017106443,0.15711215924107302,0.8137635443431251,-0.6398502422352743,-0.6195513388279026,0.8587724980669417,0.7858104393155101,0.3109761195699185,0.32837693154413355,0.8317405165159393,0.5784209865942149,-0.46830714000289037,0.7260336918081867,-0.5754060849816156,0.7071027459922251,0.8205407392339635,-0.2459584622463735,-0.19672496370272083,0.13268419972762133,1.0,0.14093942254703973,-0.631809291935934,0.30021772312646255,0.03473780492817225,-0.017914199261709608,0.43419007696075596,0.8524079103482274,0.3130676764464302,-0.09797472594868953,0.13901421985511095,0.02599143057303486,0.341489510904512,0.6506778301254061,-0.34952371851022035,-0.6808143706139979
per_capita-Environmental Heat and Cold Exposure,-0.04577711332147491,-0.22048644279477653,0.21893957906820782,0.27062133476023686,-0.0954311255041345,-0.10297653711379083,0.139027467358239,0.24027830719037574,0.12028909841446167,0.07461736522306178,0.16832041335235565,0.11853212336237154,0.17625472043507465,0.4118631153518696,0.1284520575985054,0.23264988785164495,0.15841376412968897,0.2889768735441913,0.4057705533474763,0.06653338451295572,0.14093942254703973,1.0,0.002957076556547806,0.2007225829696746,-0.28689086396321684,-0.47420655215488566,0.6244861827360795,0.11693891351276002,0.03760338580840432,0.05169617726190151,0.3912097623230895,0.42513148189111544,0.49839721521309316,0.30973421116088135,0.03928732388680049,-0.2575229097569938
per_capita-Neoplasms,0.10804120346521763,0.16713977234494462,-0.16227087047857294,-0.6744392059911495,0.8755151907605088,0.9152931985076997,-0.5380702648212379,-0.6461912188679418,-0.21128701583410983,-0.20751342467145154,-0.765778507466533,-0.3628440750023268,0.4417771504460182,-0.5660223002063501,0.7494851771949798,-0.2740618465086083,-0.7944237417053307,0.5302491027561973,0.5206034187652298,-0.09563522574212258,-0.631809291935934,0.002957076556547806,1.0,-0.3856359363924932,0.22854746654761293,0.3177433203181543,-0.42445136282569795,-0.5304373505882046,-0.4219590293292006,0.5245259804444421,0.11622255746910867,0.3974696693890275,-0.30734145809291913,-0.6739200350323775,0.30620601660610847,0.6601819511347493
per_capita-Conflict and Terrorism,-0.049541900316217115,-0.5207170162777394,0.518354960309586,0.35453906518877093,-0.30115172636690873,-0.38080490511473214,0.23099006019753318,0.37411369761478563,-0.01174182904739342,0.06305734628521974,0.34064627420745847,0.13637868556092309,-0.03154951731255607,0.31326751044763773,-0.23447537859487091,0.13549801286139201,0.3764805851166861,-0.2350090928705876,-0.23405968530135648,0.22342225691298853,0.30021772312646255,0.2007225829696746,-0.3856359363924932,1.0,-0.2635947009217589,-0.2851565092210839,0.3591446632503361,0.23440655808337782,0.1215947833179099,-0.1616910668436372,0.05939252047891299,-0.042642135683751976,0.2284857928098352,0.42508374829680096,0.18580122256010817,-0.3930611844262304
per_capita-Diabetes Mellitus,0.08109044843075092,0.32573348163130444,-0.32227210881119506,-0.10574665314567025,0.0929394845559388,0.22698770973366794,0.09394257064363853,-0.1630039581171136,0.12162664244383634,0.2152268112413459,-0.0419030158232287,0.12518438128975853,-0.15647112596400423,-0.1052661934785929,0.1445128126843145,0.015415762277390775,-0.05662871476404198,0.11488372041710986,0.09239829804106711,-0.11552420507426403,0.03473780492817225,-0.28689086396321684,0.22854746654761293,-0.2635947009217589,1.0,0.6539412166264209,-0.3523017217775764,0.09550819114581408,0.07804891790208934,0.20085257442145965,-0.0023370468032086946,0.03177799111914163,-0.09947997512278643,-0.24858145702395493,-0.21055495670428057,0.1539757464717691
per_capita-Chronic Kidney Disease,0.18104879046939468,0.25253188261125187,-0.2455206732052125,-0.20959905880908858,0.3045300253648543,0.3908700352781717,0.00972772554148633,-0.2606929229876906,0.02551308720933106,0.14257720604275786,-0.13428242311862285,0.000603989307805234,-0.03564936572015592,-0.2646122297577849,0.15517782922653497,-0.018947329600628775,-0.1876077816313138,0.08924589443287417,0.025545539296340673,-0.07018758086971198,-0.017914199261709608,-0.47420655215488566,0.3177433203181543,-0.2851565092210839,0.6539412166264209,1.0,-0.483492466871342,0.04140154081262162,-0.00650776045837553,0.2526535450462191,-0.014628026763589486,0.06509714895684734,-0.28176985889272294,-0.33720161713044894,-0.04540564762065527,0.2735441864997565
per_capita-Poisonings,-0.11233991214693488,-0.301614234978278,0.2968767253164305,0.6448519954592007,-0.4835294741523039,-0.5123324368077518,0.42095383641038164,0.570622447226914,0.3259678312028922,0.25369225000319107,0.5726470856960725,0.392540288093763,-0.03338428722945713,0.7015047521871399,-0.21647344576646577,0.42238468899730036,0.5885748487931562,-0.0461271302693153,0.02304740932250567,0.12391197615791447,0.43419007696075596,0.6244861827360795,-0.42445136282569795,0.3591446632503361,-0.3523017217775764,-0.483492466871342,1.0,0.3999958416960598,0.41554778991889585,-0.15246510603176416,0.31836288077375663,0.2022157729914379,0.6690180990863557,0.6578356357072305,-0.1993065441716846,-0.6425587309142365
per_capita-Protein-Energy Malnutrition,-0.08724240246734004,-0.1737998697921632,0.16951385782146572,0.7925859949007591,-0.5323599307234396,-0.5505400939854793,0.9860794234992948,0.7407794536395136,0.27173912875425305,0.43336945648153996,0.8211448671548963,0.6335550844543785,-0.43111467324396185,0.6654460515369641,-0.5894887407391111,0.6418240979089948,0.7611302606188775,-0.11822808242857613,-0.21221284000704657,0.15760385819348052,0.8524079103482274,0.11693891351276002,-0.5304373505882046,0.23440655808337782,0.09550819114581408,0.04140154081262162,0.3999958416960598,1.0,0.28117273827815054,-0.16169462032804457,0.12241655918390723,0.04700276385909177,0.3108997972638588,0.5358530694805467,-0.32142753685481473,-0.6068616834486092
per_capita-Road Injuries,-0.1484081479158472,-0.09524339912302798,0.08850043760151725,0.3816992910490098,-0.4690123473231286,-0.46834899545134745,0.28814692124376706,0.36556777850285327,0.3880962465801942,0.32558371537861724,0.44967039188888225,0.360024707959074,-0.13328074134173712,0.4356588249160771,-0.24191867949761708,0.1955595594663236,0.4466973972685981,-0.21930566962153944,-0.007213907985393831,0.06544767120026274,0.3130676764464302,0.03760338580840432,-0.4219590293292006,0.1215947833179099,0.07804891790208934,-0.00650776045837553,0.41554778991889585,0.28117273827815054,1.0,-0.16718525326579842,0.08846535550062529,-0.04533353271127222,0.34852690152597066,0.3959508217823026,-0.1668717129960017,-0.34008747741210005
per_capita-Chronic Respiratory Diseases,9.802720815551147e-05,-0.0043851715912045924,0.004509494918818761,-0.24926256432692945,0.38963406832674996,0.5354309397791617,-0.1660315433985831,-0.24326702977910483,0.07340754843853967,-0.225325611963748,-0.3117674670426413,-0.24850995951538604,0.24057864793827569,-0.09167152176870713,0.49741526110807555,0.031634572323728016,-0.33517724670879984,0.2282209622948863,0.4250035820421155,0.06005761978086892,-0.09797472594868953,0.05169617726190151,0.5245259804444421,-0.1616910668436372,0.20085257442145965,0.2526535450462191,-0.15246510603176416,-0.16169462032804457,-0.16718525326579842,1.0,0.1714696572375745,0.337932363824509,-0.24799895051202286,-0.16922928240745713,0.1716971144264363,0.18833360065096016
per_capita-Cirrhosis and Other Chronic Liver Diseases,-0.012401713687851952,-0.13037812155051004,0.13009531592458085,0.17943184948662624,0.008215929107135733,0.02191116846952139,0.14352877112191648,0.17469770328123993,0.26360388971075355,0.15140516941193205,0.1397768539116714,0.16919042960263286,-0.04294005890148791,0.3860630503248267,0.19867768813341896,0.27852355732607476,0.11537398948628236,0.3562607307237986,0.32454369143724404,0.06898394408377292,0.13901421985511095,0.3912097623230895,0.11622255746910867,0.05939252047891299,-0.0023370468032086946,-0.014628026763589486,0.31836288077375663,0.12241655918390723,0.08846535550062529,0.1714696572375745,1.0,0.8713010068792573,0.20398588900837242,0.19058906401209166,-0.06396925521212714,-0.2673722123837
per_capita-Digestive Diseases,0.008531205125545305,-0.09347777414385178,0.09406308508062577,0.018634708344115482,0.27532984136431504,0.29550678615608467,0.0608175000326111,0.006394370481325314,0.13869427171756724,0.07353794831799765,-0.058229220527341766,0.09074213731874459,0.11899594891314548,0.1999798296951928,0.3759770706926361,0.277131470869479,-0.10245515278762422,0.500931736402534,0.4539535100757146,0.0234379409819939,0.02599143057303486,0.42513148189111544,0.3974696693890275,-0.042642135683751976,0.03177799111914163,0.06509714895684734,0.2022157729914379,0.04700276385909177,-0.04533353271127222,0.337932363824509,0.8713010068792573,1.0,0.1518502732050433,-0.002702380708443499,0.057735999274286125,-0.04023519728364108
"per_capita-Fire, Heat, and Hot Substances",-0.12076943514846143,-0.045668196553081616,0.04032383204276861,0.5548476003803244,-0.3988775629788957,-0.39048546427883174,0.32188288487962613,0.3355672433882111,0.4397329113670875,0.3968510003888731,0.4467331447481885,0.4083181031183187,-0.06639071391519957,0.5325244281201713,-0.049074427462224145,0.36157134247509753,0.49339700427451855,0.0957201417891635,0.07333030234935727,-0.053014080198577555,0.341489510904512,0.49839721521309316,-0.30734145809291913,0.2284857928098352,-0.09947997512278643,-0.28176985889272294,0.6690180990863557,0.3108997972638588,0.34852690152597066,-0.24799895051202286,0.20398588900837242,0.1518502732050433,1.0,0.4337697954386169,-0.34822882070423716,-0.4573701272978241
per_capita-Acute Hepatitis,-0.11036858173644873,-0.35732096451682044,0.3527512882835707,0.7288514808070984,-0.668509437121265,-0.6909928237636819,0.5621150033169902,0.6990642504741801,0.21656109349426678,0.11061305364836617,0.7468536173359884,0.367229739822893,-0.25852785803587186,0.6992009253422815,-0.4514176567886417,0.42146680351479265,0.7382758412237002,-0.37317827055825675,-0.28549965265229077,0.17487808496058943,0.6506778301254061,0.30973421116088135,-0.6739200350323775,0.42508374829680096,-0.24858145702395493,-0.33720161713044894,0.6578356357072305,0.5358530694805467,0.3959508217823026,-0.16922928240745713,0.19058906401209166,-0.002702380708443499,0.4337697954386169,1.0,-0.19483873219607029,-0.7148882798689846
gdp,0.17724523754750046,-0.710730309824144,0.7195514184898463,-0.414831169731624,0.4288914723444723,0.3262380972741501,-0.3243372754785022,-0.22168343277012753,-0.501391928478942,-0.3559129086185331,-0.42578053644052627,-0.3369751886575344,0.49656305337834905,-0.3671803649211189,0.1426296609535185,-0.3345546004726029,-0.4787683009941142,0.1016168652939612,0.08215879681619444,0.2873680282448242,-0.34952371851022035,0.03928732388680049,0.30620601660610847,0.18580122256010817,-0.21055495670428057,-0.04540564762065527,-0.1993065441716846,-0.32142753685481473,-0.1668717129960017,0.1716971144264363,-0.06396925521212714,0.057735999274286125,-0.34822882070423716,-0.19483873219607029,1.0,0.49509200128230124
gdp/percap,0.215366919070614,0.20101500749459694,-0.1903673937623107,-0.805336964159059,0.6895885858402254,0.6745154188299274,-0.6236517220117765,-0.698792187979514,-0.5028184762966508,-0.3807462396958145,-0.7943166319166292,-0.4636838831756663,0.4922789892965541,-0.7842743992569904,0.3788969474695697,-0.49576536465323784,-0.834838234359637,0.2589793984362179,0.2325670652466143,-0.1739591544900615,-0.6808143706139979,-0.2575229097569938,0.6601819511347493,-0.3930611844262304,0.1539757464717691,0.2735441864997565,-0.6425587309142365,-0.6068616834486092,-0.34008747741210005,0.18833360065096016,-0.2673722123837,-0.04023519728364108,-0.4573701272978241,-0.7148882798689846,0.49509200128230124,1.0
